CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,Segment,KMeans_Cluster
CUST-0848,11,29,39135.45,5,5,5,15,555,Champions,0
CUST-0849,360,2,137.04,1,2,1,4,121,Lost,1
CUST-0850,123,4,2316.46,2,3,3,8,233,At Risk,2
CUST-0851,35,12,5268.67,3,4,4,11,344,Loyal Customers,2
CUST-0852,75,4,2101.13,2,3,3,8,233,At Risk,2
CUST-0853,134,5,1990.67,2,3,3,8,233,At Risk,2
CUST-0854,20,11,10697.56,4,4,5,13,445,Champions,2
CUST-0855,103,5,2811.22,2,3,3,8,233,At Risk,2
CUST-0856,302,2,592.24,1,2,2,5,122,Lost,1
CUST-0857,9,1,468.2,5,1,2,8,512,New Customers,2
CUST-0858,210,1,161.36,1,1,1,3,111,Lost,1
CUST-0859,4,2,298.78,5,2,1,8,521,New Customers,2
CUST-0860,341,3,177.84,1,2,1,4,121,Lost,1
CUST-0861,14,23,42495.93,4,5,5,14,455,Champions,0
CUST-0862,3,2,404.21,5,2,2,9,522,New Customers,2
CUST-0863,17,1,176.15,4,1,1,6,411,New Customers,2
CUST-0864,17,9,7249.66,4,4,4,12,444,Champions,2
CUST-0865,16,1,354.75,4,1,2,7,412,New Customers,2
CUST-0866,38,13,12037.94,3,5,5,13,355,Loyal Customers,2
CUST-0867,13,17,25715.07,4,5,5,14,455,Champions,0
CUST-0868,28,6,5963.91,3,3,4,10,334,Loyal Customers,2
CUST-0869,2,23,52603.18,5,5,5,15,555,Champions,0
CUST-0870,66,3,2503.15,2,2,3,7,223,Need Attention,2
CUST-0871,262,1,131.13,1,1,1,3,111,Lost,1
CUST-0872,108,7,2854.12,2,4,3,9,243,At Risk,2
CUST-0873,124,5,1071.17,2,3,3,8,233,At Risk,2
CUST-0874,22,13,8955.78,4,5,4,13,454,Champions,2
CUST-0875,69,4,2231.82,2,3,3,8,233,At Risk,2
CUST-0876,34,13,5643.82,3,5,4,12,354,Loyal Customers,2
CUST-0877,108,7,5157.31,2,4,4,10,244,At Risk,2
CUST-0878,44,9,9390.14,3,4,4,11,344,Loyal Customers,2
CUST-0879,6,1,312.3,5,1,1,7,511,New Customers,2
CUST-0880,25,2,259.43,3,2,1,6,321,Need Attention,2
CUST-0881,20,11,9243.95,4,4,4,12,444,Champions,2
CUST-0882,92,4,1059.28,2,3,3,8,233,At Risk,2
CUST-0883,12,1,301.73,4,1,1,6,411,New Customers,2
CUST-0884,69,3,1546.88,2,2,3,7,223,Need Attention,2
CUST-0885,12,14,6889.71,4,5,4,13,454,Champions,2
CUST-0886,268,1,294.98,1,1,1,3,111,Lost,1
CUST-0887,31,6,5411.61,3,3,4,10,334,Loyal Customers,2
CUST-0888,9,2,888.57,5,2,3,10,523,New Customers,2
CUST-0889,16,2,274.79,4,2,1,7,421,New Customers,2
CUST-0890,309,1,200.08,1,1,1,3,111,Lost,1
CUST-0891,226,3,833.24,1,2,2,5,122,Lost,1
CUST-0892,10,8,4708.41,5,4,4,13,544,Champions,2
CUST-0893,37,14,14635.98,3,5,5,13,355,Loyal Customers,2
CUST-0894,30,6,4874.17,3,3,4,10,334,Loyal Customers,2
CUST-0895,10,16,35577.7,5,5,5,15,555,Champions,0
CUST-0896,11,2,851.96,5,2,2,9,522,New Customers,2
CUST-0897,188,1,228.87,1,1,1,3,111,Lost,1
CUST-0898,6,28,83100.27,5,5,5,15,555,Champions,0
CUST-0899,11,8,5829.72,5,4,4,13,544,Champions,2
CUST-0900,241,1,131.9,1,1,1,3,111,Lost,1
CUST-0901,285,2,286.29,1,2,1,4,121,Lost,1
CUST-0902,326,3,499.72,1,3,2,6,132,Need Attention,1
CUST-0903,9,2,854.46,5,2,2,9,522,New Customers,2
CUST-0904,2,29,66953.05,5,5,5,15,555,Champions,0
CUST-0905,20,11,13518.81,4,4,5,13,445,Champions,2
CUST-0906,44,9,6924.69,3,4,4,11,344,Loyal Customers,2
CUST-0907,12,1,543.97,4,1,2,7,412,New Customers,2
CUST-0908,7,18,40776.72,5,5,5,15,555,Champions,0
CUST-0909,38,6,4051.08,3,3,4,10,334,Loyal Customers,2
CUST-0910,136,3,901.49,2,3,3,8,233,At Risk,2
CUST-0911,10,15,23598.1,5,5,5,15,555,Champions,0
CUST-0912,120,4,1311.2,2,3,3,8,233,At Risk,2
CUST-0913,4,2,1018.52,5,2,3,10,523,New Customers,2
CUST-0914,27,1,124.34,3,1,1,5,311,Need Attention,2
CUST-0915,21,10,11354.65,4,4,5,13,445,Champions,2
CUST-0916,92,7,2479.32,2,4,3,9,243,At Risk,2
CUST-0917,128,5,1975.89,2,3,3,8,233,At Risk,2
CUST-0918,2,26,42167.0,5,5,5,15,555,Champions,0
CUST-0919,4,1,421.57,5,1,2,8,512,New Customers,2
CUST-0920,325,2,285.19,1,2,1,4,121,Lost,1
CUST-0921,25,2,587.72,3,2,2,7,322,Need Attention,2
CUST-0922,1,2,909.94,5,2,3,10,523,New Customers,2
CUST-0923,89,5,1709.62,2,3,3,8,233,At Risk,2
CUST-0924,26,13,7214.48,3,5,4,12,354,Loyal Customers,2
CUST-0925,97,7,3500.17,2,4,3,9,243,At Risk,2
CUST-0926,247,3,250.21,1,3,1,5,131,Need Attention,1
CUST-0927,41,9,7718.04,3,4,4,11,344,Loyal Customers,2
CUST-0928,23,11,6231.58,4,4,4,12,444,Champions,2
CUST-0929,4,1,350.05,5,1,2,8,512,New Customers,2
CUST-0930,278,2,189.69,1,2,1,4,121,Lost,1
CUST-0931,347,1,243.43,1,1,1,3,111,Lost,1
CUST-0932,99,4,737.34,2,3,2,7,232,Need Attention,2
CUST-0933,20,2,266.37,4,2,1,7,421,New Customers,2
CUST-0934,328,3,124.93,1,3,1,5,131,Need Attention,1
CUST-0935,143,4,1720.74,2,3,3,8,233,At Risk,2
CUST-0936,115,7,2645.97,2,4,3,9,243,At Risk,2
CUST-0937,21,2,708.7,4,2,2,8,422,New Customers,2
CUST-0938,60,6,1958.88,3,3,3,9,333,Loyal Customers,2
CUST-0939,72,6,1515.03,2,3,3,8,233,At Risk,2
CUST-0940,315,1,281.04,1,1,1,3,111,Lost,1
CUST-0941,24,2,824.58,3,2,2,7,322,Need Attention,2
CUST-0942,140,4,2817.19,2,3,3,8,233,At Risk,2
CUST-0943,236,1,82.46,1,1,1,3,111,Lost,1
CUST-0944,21,9,6260.14,4,4,4,12,444,Champions,2
CUST-0945,6,1,220.83,5,1,1,7,511,New Customers,2
CUST-0946,39,8,5855.35,3,4,4,11,344,Loyal Customers,2
CUST-0947,206,2,557.39,1,2,2,5,122,Lost,1
CUST-0948,142,4,2184.21,2,3,3,8,233,At Risk,2
CUST-0949,219,2,581.53,1,2,2,5,122,Lost,1
CUST-0950,8,22,47774.66,5,5,5,15,555,Champions,0
CUST-0951,26,10,7558.04,3,4,4,11,344,Loyal Customers,2
CUST-0952,103,7,2013.53,2,4,3,9,243,At Risk,2
CUST-0953,359,3,472.36,1,3,2,6,132,Need Attention,1
CUST-0954,193,2,361.66,1,2,2,5,122,Lost,1
CUST-0955,82,3,1773.44,2,3,3,8,233,At Risk,2
CUST-0956,121,3,2137.65,2,3,3,8,233,At Risk,2
CUST-0957,4,14,37718.31,5,5,5,15,555,Champions,0
CUST-0958,17,1,363.95,4,1,2,7,412,New Customers,2
CUST-0959,5,25,25842.31,5,5,5,15,555,Champions,0
CUST-0960,17,2,908.31,4,2,3,9,423,New Customers,2
CUST-0961,19,6,2754.18,4,3,3,10,433,Loyal Customers,2
CUST-0962,3,1,429.52,5,1,2,8,512,New Customers,2
CUST-0963,90,3,834.03,2,3,2,7,232,Need Attention,2
CUST-0964,7,28,60966.9,5,5,5,15,555,Champions,0
CUST-0965,284,1,140.38,1,1,1,3,111,Lost,1
CUST-0966,11,20,17852.72,5,5,5,15,555,Champions,0
CUST-0967,29,11,11567.34,3,4,5,12,345,Loyal Customers,2
CUST-0968,343,1,205.04,1,1,1,3,111,Lost,1
CUST-0969,5,13,15726.53,5,5,5,15,555,Champions,2
CUST-0970,2,2,922.63,5,2,3,10,523,New Customers,2
CUST-0971,18,13,14318.44,4,5,5,14,455,Champions,2
CUST-0972,350,3,218.72,1,3,1,5,131,Need Attention,1
CUST-0973,14,10,5298.83,4,4,4,12,444,Champions,2
CUST-0974,16,1,400.71,4,1,2,7,412,New Customers,2
CUST-0975,67,4,1172.99,2,3,3,8,233,At Risk,2
CUST-0976,20,11,5828.8,4,4,4,12,444,Champions,2
CUST-0977,26,1,168.58,3,1,1,5,311,Need Attention,2
CUST-0978,20,14,8386.94,4,5,4,13,454,Champions,2
CUST-0979,14,19,43871.37,4,5,5,14,455,Champions,0
CUST-0980,26,1,464.97,3,1,2,6,312,Need Attention,2
CUST-0981,269,3,505.61,1,3,2,6,132,Need Attention,1
CUST-0982,224,1,191.43,1,1,1,3,111,Lost,1
CUST-0983,17,2,729.89,4,2,2,8,422,New Customers,2
CUST-0984,225,1,241.04,1,1,1,3,111,Lost,1
CUST-0985,16,2,1057.15,4,2,3,9,423,New Customers,2
CUST-0986,13,13,28390.06,4,5,5,14,455,Champions,0
CUST-0987,270,2,548.84,1,2,2,5,122,Lost,1
CUST-0988,204,1,55.15,1,1,1,3,111,Lost,1
CUST-0989,318,3,499.0,1,3,2,6,132,Need Attention,1
CUST-0990,40,12,8001.35,3,4,4,11,344,Loyal Customers,2
CUST-0991,92,7,5383.72,2,4,4,10,244,At Risk,2
CUST-0992,185,1,194.79,1,1,1,3,111,Lost,1
CUST-0993,278,1,277.15,1,1,1,3,111,Lost,1
CUST-0994,75,7,4761.49,2,4,4,10,244,At Risk,2
CUST-0995,16,11,5725.08,4,4,4,12,444,Champions,2
CUST-0996,3,1,366.92,5,1,2,8,512,New Customers,2
CUST-0997,14,12,6171.11,4,4,4,12,444,Champions,2
CUST-0998,224,3,696.31,1,3,2,6,132,Need Attention,1
CUST-0999,229,2,458.31,1,2,2,5,122,Lost,1
CUST-1000,80,7,2927.32,2,4,3,9,243,At Risk,2
CUST-1001,323,2,544.43,1,2,2,5,122,Lost,1
CUST-1002,42,7,6517.68,3,4,4,11,344,Loyal Customers,2
CUST-1003,214,3,661.24,1,3,2,6,132,Need Attention,1
CUST-1004,14,2,1105.86,4,2,3,9,423,New Customers,2
CUST-1005,351,2,353.35,1,2,2,5,122,Lost,1
CUST-1006,16,1,101.33,4,1,1,6,411,New Customers,2
CUST-1007,33,8,6918.27,3,4,4,11,344,Loyal Customers,2
CUST-1008,4,2,764.83,5,2,2,9,522,New Customers,2
CUST-1009,342,2,507.19,1,2,2,5,122,Lost,1
CUST-1010,25,1,464.89,3,1,2,6,312,Need Attention,2
CUST-1011,30,6,4597.53,3,3,4,10,334,Loyal Customers,2
CUST-1012,103,4,1451.29,2,3,3,8,233,At Risk,2
CUST-1013,1,19,49686.44,5,5,5,15,555,Champions,0
CUST-1014,23,8,4382.56,4,4,4,12,444,Champions,2
CUST-1015,14,2,552.5,4,2,2,8,422,New Customers,2
CUST-1016,120,5,1003.77,2,3,3,8,233,At Risk,2
CUST-1017,14,23,66062.28,4,5,5,14,455,Champions,0
CUST-1018,144,3,1268.92,2,3,3,8,233,At Risk,2
CUST-1019,40,10,4846.32,3,4,4,11,344,Loyal Customers,2
CUST-1020,181,3,638.09,2,3,2,7,232,Need Attention,1
CUST-1021,115,3,1973.08,2,3,3,8,233,At Risk,2
CUST-1022,22,7,3525.74,4,4,3,11,443,Loyal Customers,2
CUST-1023,15,9,8497.62,4,4,4,12,444,Champions,2
CUST-1024,12,12,8146.08,4,4,4,12,444,Champions,2
CUST-1025,26,14,9736.15,3,5,4,12,354,Loyal Customers,2
CUST-1026,12,24,39788.56,4,5,5,14,455,Champions,0
CUST-1027,101,5,2513.43,2,3,3,8,233,At Risk,2
CUST-1028,16,2,974.42,4,2,3,9,423,New Customers,2
CUST-1029,14,26,57728.81,4,5,5,14,455,Champions,0
CUST-1030,10,24,51104.4,5,5,5,15,555,Champions,0
CUST-1031,218,2,263.53,1,2,1,4,121,Lost,1
CUST-1032,353,1,112.28,1,1,1,3,111,Lost,1
CUST-1033,5,2,930.6,5,2,3,10,523,New Customers,2
CUST-1034,221,2,472.91,1,2,2,5,122,Lost,1
CUST-1035,9,21,53044.5,5,5,5,15,555,Champions,0
CUST-1036,42,7,6941.42,3,4,4,11,344,Loyal Customers,2
CUST-1037,15,10,7332.8,4,4,4,12,444,Champions,2
CUST-1038,12,22,19921.83,4,5,5,14,455,Champions,0
CUST-1039,10,1,233.65,5,1,1,7,511,New Customers,2
CUST-1040,26,2,482.6,3,2,2,7,322,Need Attention,2
CUST-1041,115,7,5027.48,2,4,4,10,244,At Risk,2
CUST-1042,69,7,3199.76,2,4,3,9,243,At Risk,2
CUST-1043,37,10,10802.23,3,4,5,12,345,Loyal Customers,2
CUST-1044,37,9,5496.3,3,4,4,11,344,Loyal Customers,2
CUST-1045,248,2,350.25,1,2,2,5,122,Lost,1
CUST-1046,20,6,7544.28,4,3,4,11,434,Loyal Customers,2
CUST-1047,295,1,73.11,1,1,1,3,111,Lost,1
CUST-1048,38,12,4857.25,3,4,4,11,344,Loyal Customers,2
CUST-1049,26,6,4186.86,3,3,4,10,334,Loyal Customers,2
CUST-1050,279,3,231.82,1,3,1,5,131,Need Attention,1
CUST-1051,290,1,230.76,1,1,1,3,111,Lost,1
CUST-1052,3,29,39430.42,5,5,5,15,555,Champions,0
CUST-1053,20,1,178.64,4,1,1,6,411,New Customers,2
CUST-1054,180,1,49.37,2,1,1,4,211,Need Attention,1
CUST-1055,106,7,2708.29,2,4,3,9,243,At Risk,2
CUST-1056,40,7,5425.74,3,4,4,11,344,Loyal Customers,2
CUST-1057,5,12,34828.95,5,4,5,14,545,Champions,0
CUST-1058,11,27,21493.94,5,5,5,15,555,Champions,0
CUST-1059,91,3,779.22,2,3,2,7,232,Need Attention,2
CUST-1060,13,1,131.4,4,1,1,6,411,New Customers,2
CUST-1061,20,11,8996.78,4,4,4,12,444,Champions,2
CUST-1062,35,12,11165.68,3,4,5,12,345,Loyal Customers,2
CUST-1063,68,4,2301.81,2,3,3,8,233,At Risk,2
CUST-1064,123,7,3367.01,2,4,3,9,243,At Risk,2
CUST-1065,7,1,366.57,5,1,2,8,512,New Customers,2
CUST-1066,3,18,18746.38,5,5,5,15,555,Champions,0
CUST-1067,36,7,7243.92,3,4,4,11,344,Loyal Customers,2
CUST-1068,135,7,2335.65,2,4,3,9,243,At Risk,2
CUST-1069,22,9,9726.44,4,4,4,12,444,Champions,2
CUST-1070,9,1,542.51,5,1,2,8,512,New Customers,2
CUST-1071,18,1,314.19,4,1,1,6,411,New Customers,2
CUST-1072,92,4,2346.1,2,3,3,8,233,At Risk,2
CUST-1073,14,1,140.29,4,1,1,6,411,New Customers,2
CUST-1074,71,4,2974.74,2,3,3,8,233,At Risk,2
CUST-1075,98,4,1225.62,2,3,3,8,233,At Risk,2
CUST-1076,22,6,7133.49,4,3,4,11,434,Loyal Customers,2
CUST-1077,27,10,10846.06,3,4,5,12,345,Loyal Customers,2
CUST-1078,238,3,358.91,1,3,2,6,132,Need Attention,1
CUST-1079,3,19,58103.84,5,5,5,15,555,Champions,0
CUST-1080,27,1,407.05,3,1,2,6,312,Need Attention,2
CUST-1081,141,3,1152.29,2,3,3,8,233,At Risk,2
CUST-1082,146,6,3215.08,2,3,3,8,233,At Risk,2
CUST-1083,76,4,3152.77,2,3,3,8,233,At Risk,2
CUST-1084,9,1,310.69,5,1,1,7,511,New Customers,2
CUST-1085,89,7,2333.72,2,4,3,9,243,At Risk,2
CUST-1086,23,8,5261.81,4,4,4,12,444,Champions,2
CUST-1087,16,8,6496.73,4,4,4,12,444,Champions,2
CUST-1088,30,11,5846.15,3,4,4,11,344,Loyal Customers,2
CUST-1089,331,1,252.89,1,1,1,3,111,Lost,1
CUST-1090,9,24,62585.8,5,5,5,15,555,Champions,0
CUST-1091,344,2,181.02,1,2,1,4,121,Lost,1
CUST-1092,14,13,27476.87,4,5,5,14,455,Champions,0
CUST-1093,17,12,5508.53,4,5,4,13,454,Champions,2
CUST-1094,24,12,12421.21,3,5,5,13,355,Loyal Customers,2
CUST-1095,248,1,152.51,1,1,1,3,111,Lost,1
CUST-1096,350,2,467.14,1,2,2,5,122,Lost,1
CUST-1097,27,2,535.77,3,2,2,7,322,Need Attention,2
CUST-1098,290,1,100.44,1,1,1,3,111,Lost,1
CUST-1099,20,2,788.53,4,2,2,8,422,New Customers,2
CUST-1100,16,13,5172.38,4,5,4,13,454,Champions,2
CUST-1101,275,2,269.39,1,2,1,4,121,Lost,1
CUST-1102,25,11,11199.82,3,4,5,12,345,Loyal Customers,2
CUST-1103,24,1,200.87,3,1,1,5,311,Need Attention,2
CUST-1104,40,10,8770.65,3,4,4,11,344,Loyal Customers,2
CUST-1105,303,3,264.13,1,3,1,5,131,Need Attention,1
CUST-1106,16,1,89.27,4,1,1,6,411,New Customers,2
CUST-1107,9,13,19466.83,5,5,5,15,555,Champions,2
CUST-1108,4,16,38126.77,5,5,5,15,555,Champions,0
CUST-1109,28,11,5575.0,3,4,4,11,344,Loyal Customers,2
CUST-1110,36,14,9157.2,3,5,4,12,354,Loyal Customers,2
CUST-1111,3,1,208.45,5,1,1,7,511,New Customers,2
CUST-1112,8,2,839.68,5,2,2,9,522,New Customers,2
CUST-1113,70,5,2681.0,2,3,3,8,233,At Risk,2
CUST-1114,16,1,244.06,4,1,1,6,411,New Customers,2
CUST-1115,2,1,356.41,5,1,2,8,512,New Customers,2
CUST-1116,14,1,509.49,4,1,2,7,412,New Customers,2
CUST-1117,10,15,36399.42,5,5,5,15,555,Champions,0
CUST-1118,31,7,6735.22,3,4,4,11,344,Loyal Customers,2
CUST-1119,97,6,1846.91,2,3,3,8,233,At Risk,2
CUST-1120,23,2,479.67,4,2,2,8,422,New Customers,2
CUST-1121,3,15,18077.54,5,5,5,15,555,Champions,2
CUST-1122,20,12,12868.67,4,5,5,14,455,Champions,2
CUST-1123,5,22,52799.69,5,5,5,15,555,Champions,0
CUST-1124,32,12,9363.21,3,5,4,12,354,Loyal Customers,2
CUST-1125,137,3,1152.53,2,3,3,8,233,At Risk,2
CUST-1126,14,1,248.79,4,1,1,6,411,New Customers,2
CUST-1127,100,4,2765.56,2,3,3,8,233,At Risk,2
CUST-1128,110,7,5270.19,2,4,4,10,244,At Risk,2
CUST-1129,14,1,105.36,4,1,1,6,411,New Customers,2
CUST-1130,20,9,11621.29,4,4,5,13,445,Champions,2
CUST-1131,287,1,300.02,1,1,1,3,111,Lost,1
CUST-1132,44,9,4254.54,3,4,4,11,344,Loyal Customers,2
CUST-1133,26,8,5456.64,3,4,4,11,344,Loyal Customers,2
CUST-1134,36,10,3718.42,3,4,3,10,343,Loyal Customers,2
CUST-1135,42,7,6764.29,3,4,4,11,344,Loyal Customers,2
CUST-1136,14,13,15678.12,4,5,5,14,455,Champions,2
CUST-1137,7,21,50999.48,5,5,5,15,555,Champions,0
CUST-1138,38,6,5830.48,3,3,4,10,334,Loyal Customers,2
CUST-1139,4,21,33898.91,5,5,5,15,555,Champions,0
CUST-1140,36,9,10335.6,3,4,5,12,345,Loyal Customers,2
CUST-1141,35,12,11053.9,3,5,5,13,355,Loyal Customers,2
CUST-1142,129,7,1912.42,2,4,3,9,243,At Risk,2
CUST-1143,15,1,161.6,4,1,1,6,411,New Customers,2
CUST-1144,3,1,346.3,5,1,2,8,512,New Customers,2
CUST-1145,16,14,16354.78,4,5,5,14,455,Champions,2
CUST-1146,362,3,697.34,1,3,2,6,132,Need Attention,1
CUST-1147,124,5,2814.55,2,3,3,8,233,At Risk,2
CUST-1148,19,1,376.73,4,1,2,7,412,New Customers,2
CUST-1149,11,2,468.83,5,2,2,9,522,New Customers,2
CUST-1150,29,2,846.86,3,2,2,7,322,Need Attention,2
CUST-1151,9,12,35546.6,5,5,5,15,555,Champions,0
CUST-1152,11,2,584.83,5,2,2,9,522,New Customers,2
CUST-1153,216,3,307.76,1,3,1,5,131,Need Attention,1
CUST-1154,205,1,68.26,1,1,1,3,111,Lost,1
CUST-1155,97,6,2015.97,2,3,3,8,233,At Risk,2
CUST-1156,13,1,272.39,4,1,1,6,411,New Customers,2
CUST-1157,15,1,167.14,4,1,1,6,411,New Customers,2
CUST-1158,116,5,2712.26,2,3,3,8,233,At Risk,2
CUST-1159,9,28,28563.26,5,5,5,15,555,Champions,0
CUST-1160,1,23,65052.42,5,5,5,15,555,Champions,0
CUST-1161,73,4,1038.37,2,3,3,8,233,At Risk,2
CUST-1162,20,1,479.29,4,1,2,7,412,New Customers,2
CUST-1163,253,2,223.07,1,2,1,4,121,Lost,1
CUST-1164,9,21,38623.9,5,5,5,15,555,Champions,0
CUST-1165,14,29,48506.28,4,5,5,14,455,Champions,0
CUST-1166,301,2,188.7,1,2,1,4,121,Lost,1
CUST-1167,12,19,28561.83,4,5,5,14,455,Champions,0
CUST-1168,13,26,28928.15,4,5,5,14,455,Champions,0
CUST-1169,24,10,8558.86,3,4,4,11,344,Loyal Customers,2
CUST-1170,26,9,7990.7,3,4,4,11,344,Loyal Customers,2
CUST-1171,11,1,366.01,5,1,2,8,512,New Customers,2
CUST-1172,36,6,5520.36,3,3,4,10,334,Loyal Customers,2
CUST-1173,31,11,4639.8,3,4,4,11,344,Loyal Customers,2
CUST-1174,322,3,238.76,1,3,1,5,131,Need Attention,1
CUST-1175,17,10,9585.58,4,4,4,12,444,Champions,2
CUST-1176,26,11,8307.75,3,4,4,11,344,Loyal Customers,2
CUST-1177,126,4,749.51,2,3,2,7,232,Need Attention,2
CUST-1178,12,26,35948.99,4,5,5,14,455,Champions,0
CUST-1179,276,1,97.02,1,1,1,3,111,Lost,1
CUST-1180,13,2,261.53,4,2,1,7,421,New Customers,2
CUST-1181,44,12,13626.36,3,5,5,13,355,Loyal Customers,2
CUST-1182,16,2,201.12,4,2,1,7,421,New Customers,2
CUST-1183,22,7,7270.17,4,4,4,12,444,Champions,2
CUST-1184,69,4,3384.61,2,3,3,8,233,At Risk,2
CUST-1185,318,3,687.88,1,3,2,6,132,Need Attention,1
CUST-1186,24,2,645.04,3,2,2,7,322,Need Attention,2
CUST-1187,43,10,6976.99,3,4,4,11,344,Loyal Customers,2
CUST-1188,29,2,1058.21,3,2,3,8,323,Need Attention,2
CUST-1189,124,7,3706.01,2,4,3,9,243,At Risk,2
CUST-1190,12,1,359.4,4,1,2,7,412,New Customers,2
CUST-1191,11,1,273.53,5,1,1,7,511,New Customers,2
CUST-1192,146,7,4852.46,2,4,4,10,244,At Risk,2
CUST-1193,353,1,168.38,1,1,1,3,111,Lost,1
CUST-1194,4,25,31696.4,5,5,5,15,555,Champions,0
CUST-1195,253,1,82.6,1,1,1,3,111,Lost,1
CUST-1196,38,9,5351.02,3,4,4,11,344,Loyal Customers,2
CUST-1197,200,3,346.32,1,3,2,6,132,Need Attention,1
CUST-1198,9,12,34510.23,5,5,5,15,555,Champions,0
CUST-1199,9,13,18565.15,5,5,5,15,555,Champions,2
CUST-1200,79,6,3756.58,2,3,3,8,233,At Risk,2
CUST-1201,119,4,1356.17,2,3,3,8,233,At Risk,2
CUST-1202,331,3,524.36,1,3,2,6,132,Need Attention,1
CUST-1203,23,1,166.59,4,1,1,6,411,New Customers,2
CUST-1204,328,1,150.74,1,1,1,3,111,Lost,1
CUST-1205,82,7,2031.8,2,4,3,9,243,At Risk,2
CUST-1206,39,6,6374.56,3,3,4,10,334,Loyal Customers,2
CUST-1207,30,8,3493.03,3,4,3,10,343,Loyal Customers,2
CUST-1208,32,14,14444.66,3,5,5,13,355,Loyal Customers,2
CUST-1209,113,4,1912.53,2,3,3,8,233,At Risk,2
CUST-1210,106,3,1494.92,2,3,3,8,233,At Risk,2
CUST-1211,23,9,7225.97,4,4,4,12,444,Champions,2
CUST-1212,244,2,139.0,1,2,1,4,121,Lost,1
CUST-1213,29,1,251.0,3,1,1,5,311,Need Attention,2
CUST-1214,108,4,2690.4,2,3,3,8,233,At Risk,2
CUST-1215,96,5,2602.33,2,3,3,8,233,At Risk,2
CUST-1216,202,3,460.24,1,3,2,6,132,Need Attention,1
CUST-1217,9,2,728.61,5,2,2,9,522,New Customers,2
CUST-1218,17,7,8328.61,4,4,4,12,444,Champions,2
CUST-1219,26,7,5734.3,3,4,4,11,344,Loyal Customers,2
CUST-1220,44,10,4550.64,3,4,4,11,344,Loyal Customers,2
CUST-1221,10,8,6442.01,5,4,4,13,544,Champions,2
CUST-1222,251,2,354.25,1,2,2,5,122,Lost,1
CUST-1223,364,1,67.28,1,1,1,3,111,Lost,1
CUST-1224,85,5,2583.38,2,3,3,8,233,At Risk,2
CUST-1225,19,12,6824.14,4,5,4,13,454,Champions,2
CUST-1226,101,7,4136.32,2,4,4,10,244,At Risk,2
CUST-1227,37,12,9118.89,3,5,4,12,354,Loyal Customers,2
CUST-1228,276,2,171.73,1,2,1,4,121,Lost,1
CUST-1229,219,1,145.43,1,1,1,3,111,Lost,1
CUST-1230,29,11,7105.13,3,4,4,11,344,Loyal Customers,2
CUST-1231,10,2,855.23,5,2,2,9,522,New Customers,2
CUST-1232,9,1,586.38,5,1,2,8,512,New Customers,2
CUST-1233,8,1,111.48,5,1,1,7,511,New Customers,2
CUST-1234,361,1,65.1,1,1,1,3,111,Lost,1
CUST-1235,14,10,6775.68,4,4,4,12,444,Champions,2
CUST-1236,8,27,58339.61,5,5,5,15,555,Champions,0
CUST-1237,9,16,32479.21,5,5,5,15,555,Champions,0
CUST-1238,4,2,307.9,5,2,1,8,521,New Customers,2
CUST-1239,8,24,51836.92,5,5,5,15,555,Champions,0
CUST-1240,12,2,778.72,4,2,2,8,422,New Customers,2
CUST-1241,275,3,853.04,1,3,2,6,132,Need Attention,1
CUST-1242,339,1,230.2,1,1,1,3,111,Lost,1
CUST-1243,89,3,1238.01,2,3,3,8,233,At Risk,2
CUST-1244,70,5,3007.94,2,3,3,8,233,At Risk,2
CUST-1245,110,4,2856.67,2,3,3,8,233,At Risk,2
CUST-1246,13,2,461.29,4,2,2,8,422,New Customers,2
CUST-1247,11,24,42280.99,5,5,5,15,555,Champions,0
CUST-1248,19,1,338.85,4,1,2,7,412,New Customers,2
CUST-1249,14,1,302.85,4,1,1,6,411,New Customers,2
CUST-1250,11,13,21624.54,5,5,5,15,555,Champions,2
CUST-1251,292,1,210.26,1,1,1,3,111,Lost,1
CUST-1252,109,5,2386.19,2,3,3,8,233,At Risk,2
CUST-1253,41,12,13144.75,3,5,5,13,355,Loyal Customers,2
CUST-1254,25,2,261.19,3,2,1,6,321,Need Attention,2
CUST-1255,77,5,3431.76,2,3,3,8,233,At Risk,2
CUST-1256,11,24,19408.85,5,5,5,15,555,Champions,0
CUST-1257,321,1,152.15,1,1,1,3,111,Lost,1
CUST-1258,240,1,187.01,1,1,1,3,111,Lost,1
CUST-1259,8,14,39741.47,5,5,5,15,555,Champions,0
CUST-1260,10,16,44612.45,5,5,5,15,555,Champions,0
CUST-1261,26,7,6210.52,3,4,4,11,344,Loyal Customers,2
CUST-1262,207,3,295.1,1,3,1,5,131,Need Attention,1
CUST-1263,17,2,536.62,4,2,2,8,422,New Customers,2
CUST-1264,2,2,932.12,5,2,3,10,523,New Customers,2
CUST-1265,13,14,18341.84,4,5,5,14,455,Champions,2
CUST-1266,360,2,218.17,1,2,1,4,121,Lost,1
CUST-1267,122,3,1466.05,2,3,3,8,233,At Risk,2
CUST-1268,34,9,7566.88,3,4,4,11,344,Loyal Customers,2
CUST-1269,1,2,452.7,5,2,2,9,522,New Customers,2
CUST-1270,17,12,13429.89,4,5,5,14,455,Champions,2
CUST-1271,117,6,4617.21,2,3,4,9,234,At Risk,2
CUST-1272,13,9,9571.63,4,4,4,12,444,Champions,2
